albero,n_cellule,GRN_type,sigma_cif,diff_cif_fraction,modello,fixed_terminal,knn_atac,knn_rna,wnn,algoritmo,n_waypoints,knn_waypoints,n_macrostates,velocity_algorithm,pruning_type,pearson_pseudotime_statistics,pearson_pseudotime_pvalue,kendall_pseudotime_statistics,kendall_pseudotime_pvalue,pearson_entropy_statistics,pearson_entropy_pvalue,f1_cosine,f1_euclidean
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,30,palantir,250,30,,,,0.8841741072426228,0.0,0.8777380217380217,3.636e-321,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,30,palantir,250,30,,,,0.8841665547573901,0.0,0.8777262617262618,3.804e-321,-0.635423898232433,3.407322814105054e-114,0.2945539101728598,0.5117272564571504
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,30,palantir,250,50,,,,0.8728306291282603,3.34836205717e-313,0.8625304185304185,1.6331445666091005e-297,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,30,palantir,250,50,,,,0.8728248935518116,3.41936536917e-313,0.8625109785109786,1.743477591473646e-297,-0.535243954279286,3.3148102101791417e-75,0.19573476098437967,0.4203626928895822
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,30,palantir,250,100,,,,0.8831759373148258,0.0,0.8845434445434447,0.0,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,30,palantir,250,100,,,,0.8831886043901497,0.0,0.8845519885519886,0.0,-0.5993354685312423,1.5043117286834567e-98,0.3097887472048844,0.5216524727397791
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,30,palantir,500,30,,,,0.883416032446053,0.0,0.8764303084303084,5.2045e-319,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,30,palantir,500,30,,,,0.883417091241259,0.0,0.8764392484392486,5.03176e-319,-0.7476442841024334,1.3087487197395919e-179,0.1581407493990021,0.3816993369099152
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,30,palantir,500,50,,,,0.8719340225320406,8.79173095936e-312,0.8603341523341523,2.473748872344741e-294,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,30,palantir,500,50,,,,0.8719366372873567,8.708654708136e-312,0.8603219723219724,2.5753792926434317e-294,-0.5856150971402027,4.140685784892602e-93,0.2177512907528647,0.4414099221416175
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,30,palantir,500,100,,,,0.8825014206407857,0.0,0.8843377883377883,0.0,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,50,30,30,palantir,500,100,,,,0.8825006161856898,0.0,0.8843391203391204,0.0,-0.39377965266775816,1.9505968971461183e-38,0.27629043802888154,0.4934301560234163
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,50,30,30,palantir,750,30,,,,0.883676625079009,0.0,0.876823152823153,1.17894e-319,,,,
